100.0
1000
62.93,69.10
44.46,91.87
64.12,79.81
86.50,77.60
90.84,11.60
98.09,7.83
62.45,35.91
8.85,80.43
46.28,16.81
20.65,88.32
32.16,12.38
3.72,98.80
82.04,24.07
94.34,50.30
95.11,4.81
73.74,88.87
67.01,76.00
28.42,0.81
50.38,57.45
53.51,97.39
43.05,84.73
63.16,73.21
40.23,73.71
14.16,90.45
87.34,93.52
32.67,38.01
61.55,26.13
57.69,76.67
91.38,23.00
79.41,9.22
96.61,17.67
56.01,8.02
93.16,16.75
37.85,91.62
61.84,71.28
14.88,66.40
23.54,25.40
29.85,40.05
98.60,49.78
67.66,69.31
53.57,93.93
39.46,25.99
54.64,32.87
29.17,52.73
53.64,41.54
59.47,32.47
30.19,3.40
64.52,14.41
1.13,48.39
27.61,22.88
87.44,19.68
53.15,25.82
97.71,89.02
94.69,54.30
47.27,75.84
53.07,45.92
82.69,76.51
92.44,31.28
22.04,77.33
95.41,94.98
53.71,7.10
93.56,20.51
58.23,83.25
64.36,71.64
31.10,19.60
81.56,72.31
87.89,92.69
42.53,21.41
27.29,9.15
72.93,19.45
12.57,76.93
26.92,89.83
7.50,59.57
59.38,49.19
68.65,84.49
45.46,18.48
53.16,84.05
62.47,69.08
47.89,70.92
29.20,67.04
64.32,88.39
18.47,12.31
71.97,30.40
20.42,69.63
62.29,96.33
35.80,53.31
44.96,30.94
21.38,58.58
79.06,1.46
92.81,29.32
32.43,80.34
14.22,13.87
44.65,35.12
68.41,88.47
41.09,74.64
6.68,21.47
8.71,64.74
23.02,10.39
97.76,6.18
84.02,48.74
57.84,62.05
72.67,69.74
51.59,33.18
72.10,70.07
14.85,5.74
23.53,38.49
48.16,37.71
41.59,1.04
31.27,7.82
59.71,47.77
49.55,24.17
8.66,24.22
9.54,78.33
1.72,54.73
98.94,35.02
11.94,14.92
16.12,67.70
78.29,85.35
53.77,85.91
71.02,99.95
71.85,51.36
79.02,48.82
36.23,47.07
56.50,7.73
30.98,45.85
80.58,44.10
74.84,22.92
26.63,92.85
85.08,71.16
63.90,4.59
36.03,6.80
10.70,43.36
53.22,98.44
64.98,51.31
69.54,12.91
44.24,3.93
44.76,47.81
26.92,50.61
16.37,12.32
86.01,73.14
6.01,25.57
45.76,96.83
53.33,24.95
72.00,58.08
87.23,15.27
27.63,65.85
72.71,44.63
86.42,94.41
91.09,62.14
99.83,10.03
21.15,99.04
54.83,65.18
89.08,15.33
43.49,90.43
46.49,71.57
89.40,76.55
17.22,17.38
40.26,66.85
26.29,37.02
41.44,73.64
87.16,55.40
50.71,91.48
77.01,88.11
41.30,4.68
74.35,13.35
66.94,76.91
67.61,54.75
30.64,66.69
69.32,90.07
7.06,34.04
86.37,42.99
17.22,90.91
3.50,72.18
44.05,0.76
34.84,45.67
7.22,51.12
85.95,76.64
86.61,7.04
47.67,1.66
95.28,3.14
12.28,2.18
54.58,47.10
62.18,5.67
17.18,88.64
32.07,54.27
16.48,54.40
86.47,95.58
95.41,61.49
86.20,32.78
81.77,0.18
40.01,69.27
32.53,19.85
50.27,97.15
65.44,61.15
65.34,7.82
32.56,52.24
45.64,48.24
67.45,27.21
34.91,7.15
55.42,30.73
4.22,91.41
34.59,44.67
1.72,44.98
34.37,9.46
98.49,70.31
97.45,15.91
67.76,35.03
11.82,11.76
72.99,85.82
99.89,1.00
68.89,45.51
73.26,14.05
38.59,39.56
63.83,92.07
0.16,83.80
84.61,59.58
16.03,66.43
56.69,56.19
30.24,74.25
63.03,60.53
39.77,45.68
54.20,67.24
78.96,81.09
36.13,71.25
58.83,4.92
16.20,72.81
56.65,53.39
69.90,41.31
95.62,56.52
17.84,66.47
89.09,94.05
70.17,81.08
49.33,30.88
3.94,61.44
77.14,79.70
87.94,98.54
55.05,95.99
58.93,86.13
64.48,83.56
83.43,90.04
35.01,77.81
10.10,47.34
12.69,78.12
29.06,93.61
3.38,20.79
6.61,31.86
7.25,19.70
56.44,37.75
10.67,53.09
41.89,42.09
43.29,41.68
77.36,44.10
39.35,45.95
12.05,86.48
65.12,8.57
33.93,67.03
86.91,81.61
27.80,70.39
58.12,7.69
57.96,78.47
97.62,69.23
22.50,58.14
16.99,80.47
44.59,31.09
29.40,73.37
23.89,1.93
39.07,20.37
70.32,58.17
67.12,44.32
82.18,58.37
16.71,89.33
10.43,93.19
18.68,64.85
71.92,38.26
27.32,29.68
35.98,17.46
55.06,52.84
10.31,60.37
45.09,73.55
95.40,68.98
80.88,84.17
59.56,4.88
23.18,76.60
10.73,70.70
46.61,25.30
5.86,87.26
20.09,28.14
43.65,61.38
38.91,90.17
32.44,98.24
69.20,14.61
11.31,37.30
10.31,60.67
29.48,80.51
15.22,38.16
57.11,38.01
34.59,35.24
8.25,37.98
66.36,17.62
6.45,34.23
99.24,95.01
12.23,98.30
36.13,23.51
62.57,1.26
71.27,2.00
42.70,74.13
73.53,24.18
22.49,86.02
97.74,68.74
41.32,94.16
5.45,45.07
18.24,0.87
27.30,63.83
97.50,99.40
40.17,67.96
13.35,2.51
64.04,42.87
72.80,25.49
5.76,22.15
9.73,39.13
90.14,19.21
60.29,16.67
22.15,44.65
45.02,74.00
18.39,13.98
21.18,42.30
30.82,11.21
85.47,18.67
61.18,49.87
66.47,11.38
30.81,65.15
44.45,34.11
27.04,78.06
76.07,5.96
94.98,96.04
81.62,82.79
81.28,52.82
73.07,79.11
65.26,45.07
62.92,40.13
31.86,93.17
95.67,88.04
50.81,39.14
86.40,98.36
26.98,96.13
34.45,58.24
77.82,80.59
3.92,21.03
75.64,90.92
27.32,99.23
64.89,44.50
93.93,31.40
27.46,48.64
30.09,17.63
22.70,60.61
65.33,42.94
73.19,86.82
4.90,98.34
1.88,81.68
97.43,65.06
52.15,33.39
94.25,49.40
37.89,65.30
46.23,42.33
78.01,39.38
73.27,31.38
66.71,21.22
71.96,10.37
19.10,54.97
97.58,16.84
10.21,0.88
68.05,76.67
94.78,8.14
89.62,50.73
55.01,31.40
96.57,59.42
74.00,50.63
30.73,7.31
73.62,20.78
60.21,42.72
87.49,60.41
51.79,64.35
61.78,86.31
65.92,31.20
89.93,15.27
39.86,40.30
90.69,83.18
60.21,12.39
33.28,76.95
3.50,65.11
98.17,35.22
41.31,59.98
37.82,50.21
64.18,80.49
67.30,94.75
78.14,36.18
72.00,6.40
66.62,90.17
66.59,83.36
91.24,76.33
77.60,85.83
25.34,5.98
50.49,90.85
75.74,64.15
1.46,18.59
50.29,60.44
43.89,33.93
71.38,30.58
20.06,28.03
18.86,81.49
59.64,1.97
9.79,34.58
68.40,6.63
87.08,50.15
22.83,41.49
93.96,9.04
9.39,78.47
57.45,86.75
0.67,56.54
90.05,80.06
5.13,87.88
46.04,36.47
61.74,26.72
36.66,92.66
76.45,78.71
16.37,49.88
13.60,70.06
1.57,1.30
61.92,53.68
72.76,79.19
92.36,2.40
40.98,8.31
12.77,28.16
30.61,35.89
3.25,70.54
41.55,58.41
85.03,18.00
6.31,80.52
35.88,60.81
49.97,22.66
15.16,25.78
94.18,40.25
3.11,10.29
20.55,29.83
90.53,14.85
23.23,74.96
77.25,72.41
35.49,28.62
51.12,85.76
11.19,37.55
22.51,14.04
78.25,88.78
83.72,94.48
58.37,99.19
47.57,45.90
64.90,74.37
94.92,76.84
49.04,35.19
26.88,13.36
63.59,47.37
74.34,68.58
52.77,92.16
64.81,99.52
57.21,84.91
84.34,35.65
43.45,82.24
1.27,17.47
29.37,18.17
37.46,54.06
78.43,75.10
82.66,93.80
78.66,26.30
48.18,3.73
5.48,83.28
47.11,70.25
91.38,43.48
70.02,65.90
90.06,61.77
97.60,75.48
27.78,62.37
54.47,38.45
80.51,67.36
62.09,43.78
1.87,42.10
93.14,8.64
53.79,48.63
64.17,82.93
59.89,54.06
29.28,47.73
9.21,62.08
53.32,17.97
87.56,23.67
50.13,16.84
2.86,35.26
68.46,62.79
1.07,51.33
96.39,98.64
40.33,22.64
33.63,96.74
2.06,20.70
50.15,94.23
70.13,24.68
9.76,47.93
1.53,27.67
87.54,49.72
45.62,66.11
51.11,10.37
42.78,88.02
7.60,1.85
47.77,53.88
40.49,46.81
78.52,7.13
73.44,57.28
86.59,60.64
1.86,54.26
82.21,19.90
27.26,44.85
23.65,4.36
14.25,94.12
98.61,33.99
65.45,5.35
83.24,19.85
75.89,13.97
63.78,34.76
85.06,8.24
44.90,42.81
92.13,12.77
49.47,34.97
38.03,9.66
34.76,52.25
86.33,26.65
12.06,77.43
54.57,91.43
58.29,41.78
57.19,37.15
51.09,24.03
21.79,45.24
42.17,15.73
31.69,28.74
7.48,88.96
29.25,91.59
77.60,30.50
87.14,47.83
56.48,99.76
17.35,48.01
82.94,27.17
41.47,39.99
75.48,94.05
90.32,85.82
27.97,25.76
35.30,67.47
91.74,85.34
79.80,40.12
87.54,77.09
54.90,33.89
40.08,56.06
70.43,62.20
17.15,92.83
69.63,68.14
85.69,61.04
23.95,29.12
67.93,99.41
82.86,44.34
92.00,49.58
62.89,49.62
83.76,86.56
20.07,39.93
38.89,39.38
0.27,31.03
48.01,46.22
3.07,58.70
21.11,0.55
26.77,96.49
72.46,22.40
84.06,70.89
82.12,32.78
91.45,67.08
46.07,17.76
38.45,47.13
63.42,44.03
37.58,48.18
86.10,27.66
40.23,88.32
74.33,63.85
79.76,84.50
59.15,97.30
68.67,78.30
12.50,49.51
33.72,73.42
64.80,22.72
20.31,11.35
90.02,68.25
35.10,50.90
99.31,41.28
24.90,71.40
45.36,63.76
8.60,89.45
42.01,82.44
89.27,64.91
46.11,40.09
73.70,72.71
31.97,74.40
17.83,34.47
12.73,21.31
98.45,35.97
27.50,27.50
83.63,4.93
18.21,69.95
37.53,87.22
66.08,39.83
48.78,39.11
43.88,72.53
15.91,48.00
67.30,95.97
57.99,5.00
96.39,25.43
44.51,78.67
46.34,54.49
54.14,81.45
15.84,79.17
79.20,77.50
30.64,44.85
89.73,54.22
30.38,24.37
59.30,67.98
97.30,19.47
32.90,79.48
37.06,27.64
87.13,13.87
73.77,31.72
91.99,16.49
14.24,50.53
34.82,26.42
69.46,35.41
7.44,56.73
95.56,9.76
89.69,53.21
30.79,26.52
84.76,1.06
60.46,61.95
74.58,63.07
37.31,73.05
67.53,62.24
21.53,21.07
4.45,66.51
81.42,3.31
74.22,94.42
13.52,41.79
65.55,36.15
99.31,48.84
