100.0
10000
0.92,91.93
64.32,13.98
75.61,13.06
70.78,99.00
17.10,61.86
6.64,3.50
36.60,11.06
6.60,18.18
66.54,80.37
56.08,20.29
2.51,19.15
38.47,29.73
69.70,20.74
56.67,86.14
69.25,37.77
60.49,65.36
72.84,82.24
7.88,62.87
37.65,23.02
23.72,46.17
7.76,38.68
97.47,18.78
53.36,44.33
78.43,44.15
74.09,86.97
85.58,49.63
59.42,96.29
48.16,67.72
55.50,85.07
32.50,74.61
35.20,16.40
90.72,54.63
6.22,93.95
87.97,53.15
20.72,85.87
26.20,80.29
69.02,62.69
84.23,93.13
50.02,15.43
37.15,14.88
11.20,21.57
0.72,46.41
42.50,42.88
70.88,87.35
89.76,72.29
92.79,12.13
26.04,94.61
98.99,39.53
82.10,89.94
2.16,93.66
90.64,87.93
14.34,78.61
43.67,76.10
91.54,79.87
96.61,76.04
70.31,61.03
78.81,27.55
71.15,46.32
85.88,62.82
92.65,66.27
36.08,10.05
9.61,97.26
70.51,39.26
18.83,43.40
64.57,51.64
46.80,93.96
97.04,18.43
45.10,38.86
92.26,94.88
51.35,40.16
10.57,71.14
86.21,38.57
13.08,72.52
90.18,20.39
67.46,89.01
77.99,82.58
93.67,96.07
2.81,11.71
70.38,27.09
77.78,35.41
36.41,71.63
97.99,14.79
24.58,2.83
42.83,20.38
59.96,82.58
15.12,74.78
39.26,53.54
91.74,51.13
83.57,3.46
18.20,87.95
22.75,79.08
79.01,18.41
26.65,34.49
14.80,14.51
45.45,21.86
37.79,15.47
59.76,71.32
17.58,43.57
69.27,61.15
70.91,10.24
68.48,49.33
91.08,80.84
67.45,23.47
95.23,97.35
16.38,26.91
51.21,54.65
83.58,36.22
69.48,88.52
18.51,97.38
10.15,61.26
3.60,76.38
60.52,24.10
61.70,43.69
84.04,94.92
39.70,91.22
28.27,14.33
32.93,75.71
6.36,33.51
49.86,93.06
34.26,43.31
42.27,14.17
14.21,75.42
41.88,55.01
3.91,93.98
51.50,11.09
0.37,48.41
35.78,59.54
97.67,77.24
44.96,20.90
48.51,36.09
83.36,77.02
71.02,73.50
3.77,61.72
94.26,92.79
68.69,75.97
28.49,19.80
69.83,31.42
79.67,42.48
38.48,92.16
1.64,0.69
10.98,67.74
93.60,82.45
36.06,8.39
6.33,26.14
23.54,66.97
15.69,37.50
37.85,21.99
59.02,4.66
33.64,0.68
6.45,35.23
16.11,1.90
57.50,44.77
83.62,94.97
11.03,98.29
76.84,62.36
55.93,43.08
14.86,61.60
69.32,74.16
46.60,5.15
89.29,42.26
83.34,95.50
49.84,48.17
7.19,7.27
27.42,66.89
69.31,78.17
50.13,10.66
1.81,56.13
63.64,70.62
67.32,51.38
31.10,73.61
61.85,59.07
68.01,52.68
67.98,50.52
78.03,57.85
27.74,79.31
60.39,27.07
67.83,12.30
5.70,96.30
63.07,75.06
83.32,52.56
68.54,95.95
50.28,23.94
85.51,44.09
79.83,56.61
51.84,82.63
15.54,50.39
63.59,0.31
6.20,11.71
41.49,42.40
65.99,35.64
52.96,34.64
34.84,46.96
88.67,83.11
84.48,14.66
71.14,36.91
27.28,3.43
41.97,20.87
36.88,41.71
34.46,80.93
82.40,66.23
88.50,36.35
11.35,49.86
6.08,99.47
89.98,31.76
77.27,6.54
24.92,46.60
28.92,1.27
44.57,93.08
61.38,26.22
14.80,91.13
42.26,7.00
99.95,51.78
20.06,58.82
57.05,24.10
5.98,6.02
68.95,89.52
47.17,80.96
80.25,45.45
81.09,61.09
99.04,57.35
17.31,10.15
66.69,61.11
40.48,12.73
78.54,66.21
65.97,30.20
58.64,44.20
8.78,60.44
53.62,86.54
44.93,53.66
12.34,81.49
54.99,22.54
61.13,90.45
39.41,85.82
67.23,0.80
86.86,1.69
7.42,94.56
58.10,79.70
23.05,99.99
20.72,7.98
48.08,86.63
32.57,96.54
42.32,23.41
25.79,16.61
48.82,44.34
87.29,11.12
20.88,56.24
66.50,62.02
32.54,79.32
66.61,26.46
93.94,32.74
91.91,95.57
42.55,64.63
30.03,87.41
70.32,78.82
45.98,58.51
77.21,28.96
52.12,7.34
12.44,34.88
97.43,47.42
75.90,25.69
88.32,47.72
4.61,29.43
13.13,73.90
61.48,10.07
93.14,14.74
77.15,99.29
23.80,45.59
69.34,82.60
1.80,62.63
79.09,77.12
55.83,20.34
18.02,82.06
11.95,17.99
16.83,91.79
28.12,10.62
1.61,36.07
26.57,64.75
1.46,52.59
37.69,40.05
8.87,2.67
44.48,53.99
72.25,12.67
82.89,78.96
99.27,60.91
9.78,28.27
88.97,32.61
98.13,11.08
90.94,33.87
56.49,74.83
10.54,89.85
98.84,8.12
40.67,52.03
9.85,47.14
2.61,4.46
60.60,14.35
21.00,90.48
30.40,19.23
41.67,77.21
81.10,68.10
24.46,38.01
12.43,62.27
8.24,60.48
99.03,12.03
50.10,81.26
72.87,57.84
86.75,7.82
68.42,69.26
52.39,12.30
92.11,87.41
14.65,72.71
12.49,87.25
57.44,92.63
93.06,62.33
48.35,52.43
5.72,76.38
76.77,31.96
69.71,83.96
38.60,97.57
58.02,95.16
73.68,64.94
1.58,48.31
32.77,32.95
99.78,59.14
62.20,33.95
15.39,34.58
46.80,60.67
91.70,75.28
43.79,11.34
80.19,42.16
74.20,40.98
8.14,28.93
11.87,19.08
47.42,65.55
24.85,71.65
67.90,75.21
79.21,29.25
72.12,21.52
10.97,11.52
11.22,11.90
8.27,53.45
76.64,68.11
23.12,19.10
46.77,35.64
49.59,54.33
43.21,79.82
63.56,1.64
17.62,8.47
18.32,37.53
46.65,68.50
29.61,95.63
59.85,86.72
63.91,7.11
63.63,64.42
64.75,24.31
52.67,89.04
13.06,92.80
19.67,96.85
19.73,2.90
83.99,5.73
91.09,82.16
60.39,38.76
91.61,87.28
80.10,76.11
51.66,15.94
58.15,4.98
33.04,86.83
73.40,86.08
70.04,29.82
90.54,18.27
49.49,87.06
6.99,62.69
79.97,50.66
52.02,82.90
26.99,52.85
99.92,67.69
59.14,80.58
85.00,30.02
57.92,7.91
21.91,17.09
93.48,27.02
41.72,24.28
57.52,11.20
51.50,78.60
75.22,61.94
13.22,46.37
88.52,76.01
16.22,23.95
14.81,18.43
86.85,90.61
36.72,2.37
38.88,38.00
71.95,57.93
18.43,42.32
4.83,18.60
38.60,11.67
35.52,66.16
30.61,24.27
17.36,52.55
60.49,70.54
7.74,61.16
73.64,26.71
54.06,78.33
32.83,16.16
72.50,21.41
9.86,60.43
54.42,9.24
75.51,81.98
53.00,67.47
8.35,97.30
60.91,32.53
8.67,30.87
88.73,55.07
60.93,87.75
93.53,6.81
35.18,46.16
86.94,63.16
55.96,69.63
73.18,67.68
96.03,93.21
28.57,84.88
71.15,7.91
36.44,12.33
22.26,53.34
33.81,54.76
71.86,29.70
9.47,58.92
32.34,57.27
17.38,70.36
26.03,43.97
33.35,1.25
48.79,69.79
88.51,91.47
72.24,60.53
58.76,4.62
33.02,2.85
75.77,25.19
2.16,47.59
52.25,13.37
61.93,58.79
81.80,30.03
43.62,92.49
81.97,66.06
95.34,30.86
98.11,97.20
55.87,54.99
75.20,38.73
8.06,12.87
34.82,92.34
73.05,27.51
65.46,62.15
85.26,94.98
45.66,65.95
57.50,41.89
71.57,83.66
5.14,47.51
53.14,65.52
49.02,87.08
76.49,69.28
57.67,19.78
4.03,7.88
21.46,27.12
98.23,66.91
73.18,5.99
10.26,94.61
83.10,34.08
70.65,76.19
59.72,54.96
55.19,79.05
81.92,75.13
76.65,95.81
72.94,25.76
70.53,17.86
2.27,18.47
1.20,43.95
67.37,16.16
13.82,65.45
64.24,47.36
97.05,72.55
2.88,15.96
1.57,94.54
61.93,96.80
80.40,21.05
5.19,61.90
78.26,50.86
2.14,52.36
99.41,80.50
4.25,96.41
26.09,75.42
29.63,75.48
42.80,63.47
99.29,56.93
45.76,52.35
50.46,44.81
81.47,0.67
24.42,47.84
63.19,65.71
89.52,27.99
60.41,9.94
13.53,71.95
42.32,73.28
43.78,23.32
83.70,8.19
88.41,23.49
9.14,30.69
17.47,35.84
59.97,62.22
18.85,69.57
16.87,23.98
50.58,77.11
1.18,98.87
28.60,72.02
7.56,93.86
76.93,3.38
91.98,20.44
45.91,26.65
49.97,59.89
73.25,31.41
72.48,95.88
22.69,21.75
59.08,77.66
85.46,96.45
1.86,23.59
70.82,42.96
26.96,87.36
